time,leg_joint1,leg_joint2,leg_joint3,leg_joint4,leg_joint5,head_joint1,head_joint2,left_arm_joint1,left_arm_joint2,left_arm_joint3,left_arm_joint4,left_arm_joint5,left_arm_joint6,left_arm_joint7,right_arm_joint1,right_arm_joint2,right_arm_joint3,right_arm_joint4,right_arm_joint5,right_arm_joint6,right_arm_joint7,chassis_x,chassis_y,chassis_yaw
0,0.25,0.65,0.4,0,0,0,0,1,-0.7,-0.4,-1.57,0,0,0,-1,0.7,0.4,1.57,0,0,0,0,0,0
0.1,0.24856,0.65704,0.385179,0.00842,-0.000125,-0.013766,0.023302,1.00953,-0.651431,-0.434128,-1.4471,-0.049029,-0.128768,0.059678,-1.04877,0.70442,0.405125,1.37988,-0.005403,0.195402,0.024248,0.015692,-0.000663,0.005347
0.15,0.23305,0.664323,0.401213,0.010563,-0.000121,-0.014584,0.030061,1.02082,-0.650063,-0.435772,-1.45097,-0.050017,-0.12847,0.058317,-1.06236,0.707123,0.404224,1.3844,-0.008536,0.194301,0.031457,0.027464,-0.000462,0.004023
0.2,0.211947,0.672562,0.421764,0.012265,-0.00013,-0.015598,0.038852,1.03565,-0.64829,-0.437975,-1.45611,-0.05127,-0.128011,0.056447,-1.07992,0.709252,0.404098,1.39005,-0.011207,0.193245,0.039385,0.043101,-0.000342,0.003336
0.25,0.191612,0.681587,0.442381,0.013761,-0.000139,-0.016679,0.047595,1.05028,-0.646663,-0.44002,-1.46135,-0.052355,-0.127393,0.054536,-1.09737,0.711448,0.40392,1.39555,-0.013941,0.192233,0.047335,0.058657,-0.000264,0.002921
0.3,0.17207,0.691363,0.46302,0.015141,-0.000151,-0.017819,0.056276,1.0647,-0.645176,-0.441911,-1.46669,-0.053276,-0.126613,0.052582,-1.11465,0.713718,0.403677,1.4009,-0.016741,0.191257,0.055292,0.074118,-0.000209,0.002682
0.35,0.153354,0.701851,0.483624,0.016462,-0.000166,-0.01901,0.064876,1.07888,-0.643828,-0.443648,-1.47212,-0.054035,-0.125671,0.050589,-1.13172,0.716067,0.403359,1.40609,-0.019609,0.190309,0.063243,0.08946,-0.000168,0.002553
0.4,0.135494,0.713007,0.504138,0.017761,-0.000183,-0.020247,0.073378,1.09281,-0.642616,-0.445229,-1.47764,-0.054632,-0.124566,0.048557,-1.14854,0.718498,0.402956,1.41111,-0.022546,0.18938,0.071174,0.104656,-0.000134,0.002493
0.45,0.118511,0.724783,0.524509,0.019058,-0.000202,-0.021524,0.081767,1.10646,-0.641537,-0.446652,-1.48323,-0.055069,-0.123297,0.046491,-1.16507,0.721013,0.40246,1.41597,-0.025549,0.18846,0.079071,0.119686,-0.000104,0.002474
0.5,0.102418,0.737127,0.544686,0.020367,-0.000223,-0.022835,0.090028,1.11981,-0.64059,-0.447918,-1.4889,-0.055348,-0.121864,0.044392,-1.18128,0.723613,0.401867,1.42067,-0.028617,0.187542,0.086923,0.134524,-7.5e-05,0.002479
0.55,0.087224,0.749985,0.56462,0.021693,-0.000245,-0.024176,0.098147,1.13284,-0.639772,-0.449024,-1.49464,-0.055472,-0.120266,0.042264,-1.19713,0.726296,0.401171,1.42522,-0.031747,0.186616,0.094717,0.149148,-4.7e-05,0.002495
0.6,0.072933,0.7633,0.584263,0.02304,-0.000266,-0.025541,0.106111,1.14553,-0.639082,-0.44997,-1.50043,-0.055443,-0.118505,0.040108,-1.21261,0.72906,0.40037,1.4296,-0.034935,0.185671,0.102441,0.163535,-1.8e-05,0.002515
0.65,0.059539,0.777011,0.60357,0.024407,-0.000288,-0.026925,0.11391,1.15788,-0.638516,-0.450756,-1.50628,-0.055265,-0.116579,0.037927,-1.22768,0.731904,0.399463,1.43384,-0.038177,0.184699,0.110084,0.177664,1e-05,0.002534
0.7,0.047036,0.791058,0.622499,0.025793,-0.000309,-0.028323,0.121532,1.16986,-0.638074,-0.451383,-1.51217,-0.054941,-0.114491,0.035722,-1.24234,0.734822,0.398447,1.43794,-0.041467,0.18369,0.117634,0.191513,3.8e-05,0.002549
0.75,0.035408,0.805376,0.64101,0.027194,-0.000329,-0.02973,0.128968,1.18147,-0.637751,-0.451852,-1.51811,-0.054476,-0.11224,0.033496,-1.25654,0.737812,0.397324,1.4419,-0.044802,0.182634,0.125081,0.205059,6.6e-05,0.002558
0.8,0.024637,0.819901,0.659065,0.028606,-0.000347,-0.031141,0.136209,1.19269,-0.637546,-0.452164,-1.52409,-0.053873,-0.10983,0.031251,-1.27029,0.740867,0.396093,1.44573,-0.048176,0.181522,0.132414,0.218284,9.2e-05,0.002558
0.85,0.014702,0.834565,0.676629,0.030026,-0.000364,-0.032549,0.143246,1.20352,-0.637457,-0.452321,-1.53009,-0.053137,-0.107261,0.028987,-1.28357,0.743983,0.394758,1.44944,-0.051582,0.180344,0.139622,0.231165,0.000118,0.00255
0.9,0.005574,0.849303,0.693669,0.031447,-0.000379,-0.033951,0.150072,1.21395,-0.637481,-0.452326,-1.53612,-0.052274,-0.104536,0.026707,-1.29635,0.747154,0.393318,1.45305,-0.055016,0.17909,0.146695,0.243684,0.000143,0.002532
0.95,0.001171,0.862868,0.701356,0.033052,-0.000447,-0.035816,0.160357,1.23008,-0.636848,-0.453151,-1.54379,-0.051661,-0.101902,0.023722,-1.31582,0.749629,0.392994,1.45832,-0.057857,0.178083,0.155217,0.255819,0.000181,0.0028
1,0.001163,0.875243,0.700168,0.03495,-0.000565,-0.038162,0.173933,1.25154,-0.63561,-0.454709,-1.55295,-0.051217,-0.099397,0.020087,-1.34158,0.751547,0.393655,1.46506,-0.060208,0.177376,0.165169,0.267551,0.000233,0.003261
1.05,0.001153,0.887655,0.699763,0.037002,-0.000654,-0.040461,0.186763,1.27165,-0.634606,-0.455946,-1.5618,-0.050527,-0.096761,0.016563,-1.36573,0.753752,0.393957,1.47131,-0.062764,0.176607,0.174788,0.278873,0.000274,0.003521
1.1,0.001144,0.900021,0.700065,0.039135,-0.00072,-0.042704,0.198841,1.29042,-0.633829,-0.456868,-1.57035,-0.049608,-0.093987,0.013149,-1.38826,0.756211,0.393915,1.47712,-0.0655,0.175749,0.184055,0.289758,0.000307,0.003641
1.15,0.001134,0.912267,0.70099,0.041298,-0.000765,-0.044882,0.210177,1.30788,-0.633267,-0.457487,-1.57861,-0.048483,-0.091066,0.009841,-1.40922,0.758889,0.39355,1.48253,-0.068388,0.174778,0.192956,0.300189,0.000332,0.003665
1.2,0.001124,0.924322,0.702455,0.043454,-0.000793,-0.046986,0.220779,1.32406,-0.632911,-0.457815,-1.58661,-0.047171,-0.087997,0.006634,-1.42864,0.761754,0.392883,1.48758,-0.071403,0.173673,0.201479,0.310152,0.00035,0.00362
1.25,0.001114,0.936116,0.704379,0.045573,-0.000807,-0.049005,0.230661,1.339,-0.632751,-0.457867,-1.59437,-0.045692,-0.084777,0.003522,-1.44655,0.764774,0.391937,1.49231,-0.074522,0.172413,0.209616,0.31963,0.000361,0.003526
1.3,0.001104,0.947579,0.70668,0.047633,-0.000808,-0.050932,0.239834,1.35275,-0.632779,-0.45766,-1.60188,-0.044063,-0.081404,0.000499,-1.46299,0.767921,0.390735,1.49677,-0.077723,0.170982,0.217356,0.328608,0.000367,0.003396
1.35,0.001,0.958527,0.709288,0.049604,-0.000793,-0.052724,0.24828,1.36534,-0.632992,-0.457243,-1.6092,-0.042329,-0.077861,-0.002459,-1.47804,0.771111,0.389355,1.5011,-0.080956,0.169327,0.22468,0.337056,0.000331,0.003219
1.4,0.001,0.969148,0.712106,0.05149,-0.000776,-0.054443,0.256083,1.37681,-0.633374,-0.45656,-1.61627,-0.040447,-0.074192,-0.005321,-1.49168,0.774436,0.387705,1.50511,-0.084267,0.167511,0.231613,0.344998,0.000331,0.003053
1.45,0.001,0.979249,0.71507,0.053276,-0.000749,-0.056045,0.26322,1.38721,-0.633923,-0.455664,-1.62314,-0.038462,-0.070377,-0.008111,-1.50398,0.777811,0.385866,1.50896,-0.087605,0.165483,0.238134,0.352402,0.000326,0.002868
1.5,0.001,0.988772,0.718103,0.05495,-0.000714,-0.057524,0.269709,1.39657,-0.634634,-0.45457,-1.62981,-0.036387,-0.066421,-0.010834,-1.515,0.781214,0.383861,1.51268,-0.090954,0.163231,0.244239,0.359257,0.000317,0.00267
1.55,0.001,0.997663,0.721137,0.056505,-0.000672,-0.058875,0.275566,1.40494,-0.635503,-0.453292,-1.63629,-0.034234,-0.062329,-0.013494,-1.52478,0.784627,0.381712,1.5163,-0.094302,0.160747,0.249929,0.365551,0.000304,0.002463
1.6,0.001,1.00587,0.724103,0.057932,-0.000625,-0.060093,0.280805,1.41235,-0.636524,-0.451843,-1.64259,-0.032012,-0.058107,-0.016093,-1.53337,0.788031,0.379437,1.51984,-0.097637,0.158024,0.255203,0.371276,0.000288,0.002249
1.65,0.001,1.01335,0.72694,0.059226,-0.000574,-0.061175,0.285444,1.41883,-0.637694,-0.450236,-1.64871,-0.029733,-0.053761,-0.018636,-1.5408,0.791413,0.377055,1.52333,-0.100949,0.155057,0.260061,0.376422,0.000268,0.002032
1.7,0.001,1.02005,0.729589,0.060382,-0.000519,-0.062119,0.289497,1.42442,-0.639008,-0.448484,-1.65465,-0.027404,-0.049298,-0.021123,-1.54712,0.794759,0.374582,1.5268,-0.10423,0.151839,0.264506,0.380982,0.000246,0.001812
1.75,0.001,1.02594,0.731997,0.061398,-0.000462,-0.062923,0.292977,1.42915,-0.640464,-0.446596,-1.66041,-0.025033,-0.044725,-0.023554,-1.55237,0.79806,0.372034,1.53026,-0.107471,0.148369,0.26854,0.384948,0.000221,0.001593
1.8,0.001,1.03099,0.734117,0.06227,-0.000402,-0.063585,0.295898,1.43303,-0.642057,-0.444584,-1.666,-0.022626,-0.040051,-0.025931,-1.55658,0.801306,0.369424,1.53374,-0.110669,0.144643,0.272164,0.388314,0.000195,0.001374
1.85,0.001,1.03516,0.73591,0.062998,-0.000341,-0.064104,0.298272,1.4361,-0.643784,-0.442456,-1.67141,-0.020191,-0.035282,-0.028252,-1.55978,0.804491,0.366762,1.53724,-0.113817,0.140659,0.275381,0.391075,0.000167,0.001157
1.9,0.001,1.03843,0.737339,0.063582,-0.00028,-0.064482,0.300107,1.43838,-0.645644,-0.440221,-1.67664,-0.017733,-0.030428,-0.030515,-1.562,0.80761,0.36406,1.54078,-0.116914,0.136416,0.278194,0.393227,0.000138,0.000943
1.95,0.001,1.04078,0.73838,0.06402,-0.000218,-0.064719,0.301412,1.43986,-0.647632,-0.437888,-1.68168,-0.015257,-0.025494,-0.032717,-1.56326,0.810661,0.361324,1.54437,-0.119957,0.131915,0.280604,0.394767,0.000108,0.000732
2,0.001,1.04219,0.739011,0.064314,-0.000156,-0.064814,0.302191,1.44058,-0.649746,-0.435464,-1.68654,-0.012767,-0.020491,-0.034856,-1.56358,0.813641,0.358562,1.54801,-0.122944,0.127154,0.282614,0.395692,7.8e-05,0.000523
2.05,0.001,1.04285,0.739204,0.06449,-0.000101,-0.064814,0.302654,1.44082,-0.651942,-0.432983,-1.69127,-0.010269,-0.015448,-0.036956,-1.56334,0.81654,0.355815,1.55178,-0.125861,0.122171,0.284335,0.396179,5.1e-05,0.000339
2.1,0.001,1.04225,0.738996,0.064173,0.000142,-0.06372,0.30224,1.44154,-0.654051,-0.431577,-1.69604,-0.008241,-0.010438,-0.039689,-1.56385,0.813339,0.358337,1.55876,-0.123126,0.117292,0.281039,0.395742,-7.2e-05,-0.000475
2.15,0.001,1.04119,0.738322,0.063586,0.000304,-0.062613,0.301853,1.44228,-0.656169,-0.430155,-1.70079,-0.006209,-0.005439,-0.042419,-1.56442,0.810022,0.360998,1.56595,-0.120272,0.112254,0.277671,0.395168,-0.000154,-0.00102
2.2,0.001,1.03968,0.737185,0.062811,0.000414,-0.061483,0.301467,1.443,-0.658296,-0.428724,-1.70548,-0.004179,-0.000458,-0.045142,-1.56501,0.806599,0.363771,1.57333,-0.11731,0.107053,0.274201,0.394438,-0.00021,-0.001391
2.25,0.001,1.03768,0.735593,0.061899,0.000491,-0.06032,0.301056,1.44368,-0.660432,-0.427289,-1.71012,-0.002157,0.004501,-0.047854,-1.56555,0.803074,0.366649,1.58089,-0.114244,0.101687,0.270615,0.393531,-0.000249,-0.001653
2.3,0.001,1.03518,0.733556,0.060883,0.000547,-0.05912,0.300596,1.44429,-0.662578,-0.425855,-1.71469,-0.000146,0.009431,-0.050551,-1.56599,0.79945,0.369626,1.58862,-0.111076,0.096152,0.266897,0.39243,-0.000279,-0.001845
2.35,0.001,1.03218,0.731085,0.059783,0.00059,-0.057878,0.300064,1.44479,-0.664735,-0.424422,-1.71916,0.001847,0.014328,-0.053225,-1.56628,0.795731,0.372696,1.59649,-0.107808,0.090445,0.263037,0.39112,-0.000301,-0.001994
2.4,0.001,1.02805,0.728272,0.058541,0.000641,-0.056464,0.298744,1.44408,-0.66705,-0.422879,-1.72331,0.003834,0.019269,-0.055743,-1.56509,0.79197,0.375712,1.60429,-0.104493,0.084438,0.258668,0.388982,-0.000329,-0.002173
2.45,0.00225,1.02096,0.72265,0.057077,0.0007,-0.054786,0.29602,1.44118,-0.669649,-0.421119,-1.72689,0.005829,0.024321,-0.057972,-1.56126,0.788225,0.378533,1.61179,-0.101177,0.07802,0.253489,0.384422,-0.000359,-0.002395
2.5,0.003816,1.01304,0.716185,0.055512,0.000742,-0.053058,0.292999,1.43779,-0.672292,-0.419321,-1.73028,0.00781,0.029344,-0.060101,-1.55682,0.784438,0.381365,1.61932,-0.097789,0.071401,0.248074,0.379276,-0.000376,-0.002564
2.55,0.005708,1.00432,0.708886,0.053867,0.000772,-0.051283,0.289686,1.43391,-0.674974,-0.417488,-1.73347,0.009775,0.034331,-0.062127,-1.55178,0.780609,0.384207,1.62686,-0.094329,0.064585,0.242427,0.373551,-0.000384,-0.002697
2.6,0.007955,0.994843,0.700763,0.052157,0.000792,-0.049468,0.286084,1.42954,-0.67769,-0.415624,-1.73646,0.011723,0.039272,-0.064043,-1.54613,0.776746,0.387055,1.6344,-0.0908,0.057576,0.236557,0.367257,-0.000387,-0.002803
2.65,0.010591,0.984658,0.691829,0.050395,0.000806,-0.047621,0.282198,1.42467,-0.680436,-0.413728,-1.73924,0.013654,0.044159,-0.065842,-1.53987,0.772855,0.3899,1.64192,-0.087203,0.050381,0.230473,0.360402,-0.000385,-0.002889
2.7,0.01365,0.973816,0.682095,0.048594,0.000813,-0.045751,0.278032,1.41932,-0.683207,-0.411801,-1.7418,0.015566,0.048986,-0.067517,-1.533,0.768944,0.392737,1.64943,-0.083542,0.043004,0.224184,0.352998,-0.000378,-0.002957
2.75,0.017166,0.962373,0.671577,0.046764,0.000814,-0.043866,0.273593,1.41349,-0.685998,-0.409844,-1.74413,0.01746,0.053742,-0.069062,-1.52552,0.76502,0.39556,1.65688,-0.07982,0.035453,0.217699,0.345056,-0.000368,-0.00301
2.8,0.02129,0.950527,0.660284,0.044921,0.000809,-0.04199,0.268918,1.40715,-0.688808,-0.40783,-1.7462,0.019345,0.058411,-0.070451,-1.5174,0.761123,0.398334,1.66421,-0.07605,0.02775,0.211038,0.336619,-0.000321,-0.00304
2.85,0.025846,0.938072,0.648246,0.043066,0.000801,-0.040104,0.263947,1.40033,-0.691627,-0.405812,-1.74806,0.021203,0.063001,-0.071714,-1.50872,0.757195,0.401108,1.67154,-0.072215,0.01987,0.204192,0.32764,-0.000302,-0.003068
2.9,0.030972,0.925195,0.635474,0.041209,0.000789,-0.038231,0.258718,1.39303,-0.694455,-0.403762,-1.74969,0.023043,0.067497,-0.072828,-1.49944,0.753273,0.40385,1.67879,-0.068328,0.011835,0.197181,0.318163,-0.00028,-0.003081
2.95,0.036705,0.911961,0.62199,0.039359,0.000772,-0.036377,0.253237,1.38524,-0.697289,-0.401681,-1.75106,0.024867,0.071889,-0.073786,-1.48956,0.749365,0.406554,1.68594,-0.064393,0.003654,0.190016,0.308202,-0.000255,-0.003081
3,0.043085,0.898435,0.607815,0.037526,0.000752,-0.034552,0.247508,1.37696,-0.700125,-0.399566,-1.75218,0.026676,0.076169,-0.074584,-1.4791,0.745475,0.409215,1.69298,-0.060414,-0.004667,0.182707,0.297772,-0.000228,-0.003067
3.05,0.050146,0.884682,0.592974,0.035716,0.000728,-0.032764,0.241538,1.3682,-0.702962,-0.397418,-1.75304,0.028469,0.080329,-0.075217,-1.46806,0.741608,0.411828,1.6999,-0.056393,-0.01312,0.175266,0.28689,-0.0002,-0.00304
3.1,0.057924,0.870772,0.577493,0.033938,0.0007,-0.031022,0.235332,1.35896,-0.705796,-0.395236,-1.75363,0.030249,0.084361,-0.07568,-1.45645,0.737769,0.414388,1.70669,-0.052337,-0.021696,0.167701,0.275571,-0.00017,-0.002999
3.15,0.066453,0.856771,0.5614,0.0322,0.000669,-0.029332,0.228897,1.34924,-0.708625,-0.393016,-1.75395,0.032017,0.088255,-0.075969,-1.44427,0.733963,0.41689,1.71333,-0.048248,-0.030387,0.160026,0.263834,-0.000139,-0.002945
3.2,0.075763,0.842748,0.544727,0.03051,0.000635,-0.027702,0.22224,1.33905,-0.71145,-0.39076,-1.754,0.033774,0.092005,-0.076082,-1.43155,0.730194,0.419331,1.71982,-0.044131,-0.039184,0.15225,0.251697,-0.000108,-0.002878
3.25,0.085884,0.828771,0.527505,0.028873,0.000598,-0.02614,0.215365,1.32839,-0.714268,-0.388465,-1.75376,0.035522,0.095602,-0.076015,-1.41828,0.726464,0.421707,1.72614,-0.039991,-0.048079,0.144384,0.239177,-7.7e-05,-0.002798
3.3,0.096841,0.814908,0.509771,0.027298,0.00056,-0.024651,0.208282,1.31727,-0.717078,-0.386131,-1.75324,0.037262,0.099036,-0.075768,-1.40448,0.722776,0.424014,1.73227,-0.035832,-0.057063,0.136439,0.226295,-4.7e-05,-0.002705
3.35,0.108655,0.801227,0.491562,0.02579,0.000519,-0.023243,0.200998,1.30569,-0.71988,-0.383756,-1.75242,0.038995,0.102301,-0.075339,-1.39017,0.719133,0.426251,1.73823,-0.031659,-0.066126,0.128425,0.21307,-1.8e-05,-0.0026
3.4,0.121344,0.787794,0.472918,0.024355,0.000477,-0.021919,0.193521,1.29367,-0.722675,-0.381341,-1.75132,0.040724,0.105389,-0.074727,-1.37537,0.715535,0.428415,1.74398,-0.027477,-0.07526,0.120353,0.199523,1e-05,-0.002482
3.45,0.134922,0.774674,0.453882,0.022999,0.000435,-0.020686,0.18586,1.28123,-0.725461,-0.378885,-1.74992,0.042448,0.10829,-0.073935,-1.36009,0.711984,0.430504,1.74954,-0.023291,-0.084453,0.112234,0.185674,3.5e-05,-0.002353
3.5,0.149397,0.76193,0.434498,0.021726,0.000392,-0.019548,0.178026,1.26837,-0.72824,-0.376388,-1.74822,0.04417,0.110998,-0.072962,-1.34436,0.70848,0.432518,1.75488,-0.019106,-0.093697,0.104077,0.171545,5.8e-05,-0.002213
3.55,0.164773,0.749624,0.414815,0.020542,0.000349,-0.018509,0.170029,1.25511,-0.73101,-0.373853,-1.74623,0.045889,0.113504,-0.071813,-1.32819,0.705023,0.434456,1.76001,-0.014925,-0.102983,0.095892,0.157157,7.8e-05,-0.002063
3.6,0.181046,0.737815,0.394882,0.01945,0.000307,-0.017571,0.161881,1.24147,-0.733773,-0.371279,-1.74393,0.047607,0.115803,-0.07049,-1.31161,0.701612,0.436319,1.76492,-0.010756,-0.112299,0.08769,0.142532,9.4e-05,-0.001904
3.65,0.198209,0.726559,0.37475,0.018453,0.000266,-0.016738,0.153596,1.22747,-0.736527,-0.368669,-1.74134,0.049323,0.117886,-0.068998,-1.29466,0.698245,0.438107,1.76961,-0.006601,-0.121635,0.07948,0.127693,0.000106,-0.001736
3.7,0.216248,0.715912,0.354472,0.017555,0.000226,-0.016011,0.145188,1.21315,-0.739273,-0.366028,-1.73846,0.051036,0.119747,-0.067342,-1.27735,0.69492,0.439822,1.77408,-0.002466,-0.130983,0.07127,0.112663,0.000114,-0.00156
3.75,0.235142,0.705922,0.334105,0.016758,0.000188,-0.015392,0.136672,1.19852,-0.742011,-0.363357,-1.73528,0.052746,0.121379,-0.065529,-1.25973,0.691635,0.441465,1.77832,0.001644,-0.140332,0.063072,0.097466,0.000117,-0.001379
3.8,0.254867,0.696636,0.313703,0.016064,0.000152,-0.014881,0.128065,1.18362,-0.744738,-0.360662,-1.73182,0.054451,0.122778,-0.063567,-1.24183,0.688387,0.44304,1.78235,0.005726,-0.149672,0.054892,0.082123,0.000116,-0.001193
3.85,0.275389,0.688099,0.293324,0.015473,0.000119,-0.014478,0.119384,1.16849,-0.747454,-0.357948,-1.72808,0.056148,0.123939,-0.061463,-1.22369,0.685173,0.444549,1.78615,0.009775,-0.158994,0.046739,0.06666,0.000109,-0.001003
3.9,0.29667,0.680348,0.273027,0.014988,9e-05,-0.014182,0.11065,1.15315,-0.750157,-0.355222,-1.72407,0.057836,0.124856,-0.059226,-1.20534,0.681989,0.445997,1.78974,0.013788,-0.168288,0.038623,0.051099,9.8e-05,-0.000811
3.95,0.318667,0.673418,0.252869,0.014606,6.3e-05,-0.013992,0.101881,1.13765,-0.752843,-0.352491,-1.71979,0.059511,0.125527,-0.056867,-1.18682,0.678831,0.447387,1.79312,0.017761,-0.177545,0.030549,0.035466,8.3e-05,-0.000618
4,0.34133,0.667338,0.232908,0.014329,4e-05,-0.013906,0.093099,1.12204,-0.755509,-0.349762,-1.71526,0.061168,0.125949,-0.054394,-1.16818,0.675695,0.448724,1.79629,0.021692,-0.186757,0.022526,0.019783,6.2e-05,-0.000426
4.05,0.364605,0.662132,0.213202,0.014155,2e-05,-0.01392,0.084325,1.10635,-0.758151,-0.347044,-1.71049,0.062803,0.12612,-0.05182,-1.14946,0.672576,0.450012,1.79927,0.025577,-0.195915,0.014561,0.004076,3.7e-05,-0.000236
4.1,0.388119,0.657748,0.194278,0.013934,2.5e-05,-0.0136,0.075352,1.09097,-0.760566,-0.344861,-1.7056,0.064209,0.12605,-0.04938,-1.13295,0.669405,0.451898,1.79394,0.029214,-0.194996,0.007366,-0.011644,5.7e-05,-0.000335
4.15,0.412069,0.654252,0.175762,0.013708,2.4e-05,-0.013353,0.066421,1.07562,-0.762924,-0.342729,-1.70052,0.065571,0.125733,-0.046867,-1.11654,0.666251,0.453748,1.78852,0.032799,-0.194008,0.00025,-0.027327,6.5e-05,-0.000356
4.2,0.436414,0.651653,0.15769,0.013502,1.9e-05,-0.013175,0.057548,1.06032,-0.76522,-0.340655,-1.69523,0.066886,0.125169,-0.04429,-1.10027,0.663114,0.455563,1.783,0.03633,-0.192943,-0.006784,-0.042961,6.4e-05,-0.000328
4.25,0.461084,0.64995,0.14011,0.013331,1.3e-05,-0.013061,0.048756,1.04513,-0.767447,-0.33865,-1.68977,0.068145,0.12436,-0.04166,-1.08417,0.659991,0.457348,1.77741,0.039805,-0.191798,-0.01373,-0.058523,5.6e-05,-0.000271
4.3,0.486009,0.64914,0.123067,0.013203,8e-06,-0.013005,0.040064,1.03009,-0.769596,-0.336722,-1.68415,0.069344,0.12331,-0.038986,-1.06827,0.656881,0.459105,1.77173,0.043225,-0.190568,-0.020584,-0.073989,4.3e-05,-0.000197
4.35,0.511115,0.649212,0.106601,0.013121,4e-06,-0.013004,0.031496,1.01523,-0.771661,-0.33488,-1.67839,0.070476,0.122023,-0.036278,-1.05262,0.653782,0.460841,1.766,0.046589,-0.189247,-0.027341,-0.089334,2.7e-05,-0.000117
4.4,0.53633,0.650149,0.090749,0.013088,1e-06,-0.013052,0.023071,1.00061,-0.773634,-0.333132,-1.67249,0.071535,0.120504,-0.033545,-1.03724,0.650692,0.462559,1.7602,0.049898,-0.187833,-0.033997,-0.104534,9e-06,-3.5e-05
4.45,0.561578,0.651929,0.075544,0.0131,-1e-06,-0.013145,0.014808,0.986252,-0.775507,-0.331486,-1.66649,0.072515,0.118758,-0.030795,-1.02217,0.647611,0.464264,1.75436,0.053152,-0.186322,-0.040549,-0.119568,-1.1e-05,4.5e-05
4.5,0.586786,0.654523,0.061014,0.013157,-1e-06,-0.013277,0.006724,0.972195,-0.777273,-0.329948,-1.66039,0.07341,0.116792,-0.028035,-1.00745,0.644538,0.46596,1.74849,0.056352,-0.184711,-0.046993,-0.13441,-3.2e-05,0.000119
4.55,0.61188,0.657899,0.047183,0.013256,0,-0.013444,-0.001164,0.958469,-0.778926,-0.328525,-1.65421,0.074216,0.114612,-0.025271,-0.993088,0.641472,0.467651,1.74258,0.059499,-0.182997,-0.053327,-0.149038,-5.3e-05,0.000188
4.6,0.63679,0.662017,0.03407,0.013391,2e-06,-0.013641,-0.008842,0.945103,-0.780459,-0.327221,-1.64797,0.074928,0.112226,-0.022509,-0.979121,0.638413,0.469339,1.73665,0.062594,-0.181178,-0.059548,-0.16343,-7.3e-05,0.00025
4.65,0.661444,0.666834,0.021686,0.01356,5e-06,-0.013864,-0.016297,0.932121,-0.781866,-0.326041,-1.64168,0.075541,0.109642,-0.019755,-0.965567,0.635362,0.471028,1.7307,0.065638,-0.179251,-0.065655,-0.177564,-9.2e-05,0.000304
4.7,0.685775,0.6723,0.010041,0.013759,8e-06,-0.014109,-0.023517,0.919545,-0.783142,-0.324988,-1.63535,0.076053,0.106867,-0.017011,-0.952445,0.632319,0.472719,1.72475,0.068631,-0.177215,-0.071645,-0.191417,-0.00011,0.00035
4.75,0.70798,0.6776,0.001248,0.014036,1.5e-05,-0.014515,-0.031629,0.905178,-0.784775,-0.323551,-1.62818,0.076791,0.103809,-0.013921,-0.937872,0.629456,0.474018,1.71818,0.071393,-0.17504,-0.077683,-0.204968,-0.000155,0.000479
4.8,0.723087,0.680423,0.001187,0.014579,4e-05,-0.015501,-0.043851,0.882748,-0.788208,-0.320262,-1.61782,0.078724,0.10014,-0.009494,-0.916489,0.627258,0.473794,1.70924,0.073386,-0.172619,-0.084217,-0.218195,-0.000307,0.000923
4.85,0.738139,0.683766,0.001179,0.015286,6.6e-05,-0.016473,-0.055552,0.861315,-0.79145,-0.317239,-1.60756,0.080508,0.096249,-0.005223,-0.896026,0.625052,0.473652,1.70041,0.075314,-0.170045,-0.090581,-0.231082,-0.000405,0.001189
4.9,0.75312,0.687594,0.00117,0.01609,8.9e-05,-0.017423,-0.066697,0.840939,-0.794476,-0.314491,-1.59745,0.082127,0.092162,-0.001113,-0.876541,0.622831,0.473607,1.69172,0.077191,-0.167323,-0.096771,-0.243606,-0.000467,0.001336
4.95,0.767974,0.691855,0.00116,0.016948,0.000108,-0.018348,-0.077281,0.821615,-0.797275,-0.312014,-1.58751,0.083575,0.087899,0.002844,-0.858037,0.620596,0.473662,1.68318,0.079027,-0.164461,-0.102788,-0.255748,-0.000502,0.001404
5,0.782646,0.696492,0.00115,0.017829,0.000124,-0.019243,-0.087306,0.803337,-0.799838,-0.309804,-1.57775,0.084848,0.083478,0.006653,-0.840509,0.618345,0.473815,1.67479,0.080828,-0.161464,-0.108634,-0.26749,-0.000519,0.00142
